"scientific","rec_gbif"
"Bazzania hookeri (Lindenb.) Trevis.",23
"Lorostemon bombaciflorus Ducke",23
"Duroia saccifera (Mart. ex Schult. & Schult.f.) K.Schum.",23
"Biophytum somnians (Zucc.) G.Don",23
"Naucleopsis imitans (Ducke) C.C.Berg",23
"Neoptychocarpus killipii (Monach.) Buchheim",23
"Pourouma cucura Standl. & Cuatrec.",23
"Notopleura plagiantha (Standl.) C.M.Taylor",23
"Dendrobangia boliviana Rusby",23
"Dacryodes negrensis Daly & M.C.Martínez",23
"Trichomanes martiusii C.Presl",23
"Cecropia distachya Huber",23
"Couepia chrysocalyx (Poepp.) Benth. ex Hook.fil.",23
"Lacmellea ramosissima (Müll.Arg.) Markgr.",23
"Tanaecium pyramidatum (Rich.) L.G.Lohmann",23
"Unonopsis floribunda Diels",23
"Pachira minor (Sims) Hemsl.",23
"Endlicheria formosa A.C.Sm.",23
"Qualea paraensis Ducke",23
"Sabicea amazonensis Wernham",23
"Urera caracasana (Jacq.) Griseb.",23
"Connaraceae",23
"Quararibea amazonica Ulbr.",23
"Erisma splendens Stafleu",23
"Palicourea rhodothamna (Standl.) C.M.Taylor",23
"Hirtella L.",23
"Cremastosperma cauliflorum R.E.Fr.",23
"Irlbachia nemorosa (Willd. ex Roem. & Schult.) Merr.",23
"Coussarea macrophylla (Mart.) Müll.Arg.",23
"Abuta imene (C.Mart.) Eichler",23
"Heteropsis spruceana Schott",23
"Combretum laxum Jacq.",23
"Parinari parilis J.F.Macbr.",23
"Codonanthopsis crassifolia (H.Focke) Chautems & Mat.Perret",23
"Anthurium eminens Schott",23
"Iryanthera paraensis Huber",22
"Unonopsis spectabilis Diels",22
"Pouteria glomerata (Miq.) Radlk.",22
"Piper poporense Trel. & Yunck.",22
"Selaginella amazonica Spring",22
"Ossaea boliviensis (Cogn.) Gleason",22
"Sorocea steinbachii C.C.Berg",22
"Ocotea longifolia Kunth",22
"Guatteria insculpta R.E.Fr.",22
"Scleronema praecox (Ducke) Ducke",22
"Swartzia argentea Spruce ex Benth.",22
"Erisma laurifolium Spruce ex Warming",22
"Bactris acanthocarpa Mart.",22
"Trichomanes humboldtii (Bosch) Lellinger",22
"Miconia prasina (Sw.) DC.",22
"Dacryodes nitens Cuatrec.",22
"Aechmea Ruiz & Pav.",22
"Bactris concinna Mart.",22
"Chamaedorea pinnatifrons (Jacq.) Oerst.",22
"Swartzia oraria R.S.Cowan",22
"Posoqueria latifolia (Rudge) Schult.",22
"Lindsaea coarctata K.U.Kramer",22
"Dioscorea Plum. ex L.",22
"Miconia biglandulosa Gleason",22
"Phytolacca rivinoides Kunth & Bouché",22
"Marlierea spruceana O.Berg",22
"Byrsonima japurensis A.Juss.",22
"Hymenaea oblongifolia Huber",22
"SH1270015.09FU",22
"Swartzia laevicarpa Amshoff",22
"Byrsonima Rich. ex Kunth",22
"Taralea oppositifolia Aubl.",22
"Cordia kingstoniana J.S.Mill.",22
"Caryodendron orinocense H.Karst.",22
"Asplundia Harling",22
"Eschweilera bracteosa (Poepp. ex O.Berg) Miers",22
"Renealmia breviscapa (Poepp. & Endl.) Poepp. & Endl.",22
"Loranthaceae",22
"Pilosium chlorophyllum (Hornsch.) Müll.Hal.",22
"Goeppertia altissima (Poepp. & Endl.) Borchs. & S.Suárez",22
"Erisma bicolor Ducke",22
"Naucleopsis concinna (Standl.) C.C.Berg",22
"Passiflora involucrata (Mast.) A.H.Gentry",22
"Ischnosiphon puberulus Loes.",22
"Randia L.",22
"Rhodognaphalopsis brevipes Robyns",22
"Duguetia odorata (Diels) J.F.Macbr.",22
"Margaritaria nobilis L.f.",22
"Macrolobium suaveolens Spruce ex Benth.",22
"Psychotria capitata Ruiz & Pav.",22
"Micrandra minor Benth.",22
"Olacaceae",22
"Tachigali tessmannii Harms",22
"Geonoma macrostachys var. acaulis (Mart.) Skov",22
"Inga umbellifera (Vahl) Steud. ex DC.",22
"Guatteria dura R.E.Fr.",22
"Inga bourgoni (Aubl.) DC.",22
"Biophytum DC.",22
"Cecropia Loefl.",22
"Ecclinusa lanceolata (Mart. & Eichler) Pierre",22
"Chrysochlamys membranacea Planch. & Triana",21
"Sapium glandulosum (L.) Morong",21
"Luehea Willd.",21
"Geonoma leptospadix Trail",21
"Polybotrya crassirhizoma Lellinger",21
"Adelobotrys scandens (Aubl.) DC.",21
"Cyathea bradei (P.G.Windisch) Lellinger",21
"Syagrus orinocensis (Spruce) Burret",21
"Paepalanthus fasciculatus (Rottb.) Kunth",21
"Rudgea stipulacea (DC.) Steyerm.",21
"Virola duckei A.C.Sm.",21
"Tetragastris panamensis (Engl.) Kuntze",21
"Palicourea longicuspis (Müll.Arg.) Delprete & J.H.Kirkbr.",21
"Miconia rhodopogon (DC.) R.Goldenb.",21
"Tapirira Aubl.",21
"Licania longistyla Kuntze, 1891",21
"Tovomita speciosa Ducke",21
"Miconia punctata (Desr.) D.Don ex DC.",21
"Trichomanes tanaicum J.W.Sturm",21
"Wettinia drudei (O.F.Cook & Doyle) A.J.Hend.",21
"SH0938068.09FU",21
"Rhodothyrsus macrophyllus (Ducke) Esser",21
"Selaginella fragilis A.Braun",21
"Orchidaceae",21
"Anthurium apaporanum R.E.Schult.",21
"Virola sebifera Aubl.",21
"Aspidosperma desmanthum Benth. ex Müll.Arg.",21
"Anthurium obtusum (Engl.) Grayum",21
"Terminalia L.",21
"Couepia macrophylla Spruce ex Hook.fil.",21
"Hirtella schultesii Prance",21
"Miconia lepidota DC.",21
"Siparuna pachyantha A.C.Sm.",21
"Dicranostyles Benth.",21
"Cybianthus barbosae Pipoly",21
"Ficus maxima Mill.",21
"Pilotrichum bipinnatum Bridel, 1819",21
"Victoria amazonica (Poepp.) Sowerby",21
"Heliconia schumanniana Loes.",21
"Protium decandrum (Aubl.) Marchand",21
"Naucleopsis macrophylla Miq.",20
"Zingiberaceae",20
"Miconia elata (Sw.) DC.",20
"Miconia dimorphica (J.F.Macbr.) Michelang.",20
"Ficus guianensis Desv. ex Ham.",20
"Duguetia latifolia R.E.Fr.",20
"Ocotea myriantha (Meisn.) Mez",20
"Trichomanes bicorne Hook.",20
"Campsiandra angustifolia Spruce ex Benth.",20
"Leptobalanus apetalus (E.Mey.) Sothers & Prance",20
"Guatteria punctata (Aubl.) R.A.Howard",20
"Musa ×paradisiaca L.",20
"Matisia lomensis (Cuatrec.) Cuatrec.",20
"Manihot brachyloba Müll.Arg.",20
"Hymenopus arachnoideus (Fanshawe & Maguire) Sothers & Prance",20
"Manicaria saccifera Gaertn.",20
"Mouriri nigra (DC.) Morley",20
"Lecythis chartacea O.Berg",20
"Besleria flavovirens Mart.",20
"Bertiera parviflora Spruce ex K.Schum.",20
"Miconia alternidomatia Michelang.",20
"Potalia resinifera Mart.",20
"Drymonia semicordata (Poepp.) Wiehler",20
"Clarisia racemosa Ruiz & Pav.",20
"Matayba elegans Radlk.",20
"Zygia racemosa (Ducke) Barneby & J.W.Grimes",20
"Psittacanthus cucullaris Blume",20
"Sloanea guianensis (Aubl.) Benth.",20
"Sacoglottis amazonica Mart.",20
"Ixora yavitensis Steyerm.",20
"Becquerelia cymosa Brongn.",20
"Clusia panapanari (Aubl.) Choisy",20
"Crudia glaberrima (Steud.) J.F.Macbr.",20
"Macrolobium limbatum Spruce ex Benth.",20
"Isertia rosea Spruce ex K.Schum.",20
"Solanum altissimum Pittier ex Benítez",20
"Palicourea pebasensis (Standl.) C.M.Taylor",20
"Crossomitrium patrisiae (Brid.) Müll.Hal.",20
"Pseudoxandra polyphleba (Diels) R.E.Fr.",20
"Micropholis melinoniana Pierre",20
"Miconia phanerostila Pilg.",20
"Acioa dolichopoda (Prance) Sothers & Prance",20
"Eugenia egensis DC.",20
"Calycophyllum megistocaulum (K.Krause) C.M.Taylor",20
"Philodendron fragrantissimum (Hook.) G.Don",20
"Philodendron insigne Schott",20
"Pourouma guianensis subsp. guianensis",20
"Guarea cinnamomea Harms",20
"Crepidospermum goudotianum (Tul.) Triana & Planch.",20
"Miconia radulifolia (Benth.) Naudin",20
"Psychotria stenostachya Standl.",20
"Clathrotropis glaucophylla R.S.Cowan",20
"Canna indica L.",20
"Inga brachystachys Ducke",20
"Hirtella elongata Mart. & Zucc.",20
"Paullinia capreolata (Aubl.) Radlk.",20
"Ischnosiphon Körn.",20
"Hasseltia floribunda Kunth",20
"Pouteria maguirei (Aubrév.) T.D.Penn.",20
"Lindsaea divaricata Klotzsch",20
"Amphirrhox longifolia (A.St.-Hil.) Spreng.",20
"Zygia cataractae (Kunth) L.Rico",20
"Neea macrophylla Poepp. & Endl.",20
"Licania mollis Benth.",20
"Ampelocera edentula Kuhlm.",20
"Gurania lobata (L.) Pruski",20
"Parkia igneiflora Ducke",20
"Guarea grandifolia DC.",20
"Trichomanes macilentum Bosch",19
"Abuta Aubl.",19
"Vantanea peruviana J.F.Macbr.",19
"Ouratea pendula (Poepp.) Engl.",19
"Inga tenuistipula Ducke",19
"Microgramma percussa (Cav.) de la Sota",19
"Cedrelinga cateniformis (Ducke) Ducke",19
"Pourouma myrmecophila Ducke",19
"Guarea F.Allam.",19
"Psychotria japurensis Müll.Arg.",19
"Aspidosperma rigidum Rusby",19
"Mouriri myrtifolia Spruce ex Triana",19
"Anaxagorea dolichocarpa Sprague & Sandwith",19
"Selaginella P.Beauv.",19
"Heliconia juliani Barreiros",19
"Rhodostemonodaphne Rohwer & Kubitzki",19
"Amphidasya colombiana (Standl.) Steyerm.",19
"Coussarea linearis C.M.Taylor",19
"Licania canescens Benoist",19
"Tococa macrosperma Mart.",19
"Ampelozizyphus amazonicus Ducke",19
"Cheiloclinium cognatum (Miers) A.C.Sm.",19
"Protium divaricatum Engl.",19
"Pouteria rostrata (Huber) Baehni",19
"Oenocarpus balickii F.Kahn",19
"Rapatea Aubl.",19
"Psychotria bertieroides Wernham",19
"Doliocarpus dentatus (Aubl.) Standl.",19
"Tapura acreana (Ule) Rizzini",19
"Ludovia lancifolia Brongn.",19
"Adiantum latifolium Lam.",19
"Perebea Aubl.",19
"Chimarrhis Jacq.",19
"Guatteria ucayalina Huber",19
"Luehea cymulosa Spruce ex Benth.",19
"Eucharis ×grandiflora Planch. & Linden",19
"Pouteria hispida Eyma",19
"Tapirira obtusa (Benth.) J.D.Mitch.",19
"Eumachia cephalantha (Müll.Arg.) Delprete & J.H.Kirkbr.",19
"Macrolobium discolor Benth.",19
"Duroia micrantha (Ladbr.) Zarucchi & J.H.Kirkbr.",19
"Passiflora quadriglandulosa Rodschied",19
"Chrysophyllum argenteum Jacq.",19
"Pseudoxandra R.E.Fr.",19
"Souroubea guianensis Aubl.",19
"Meliosma herbertii Rolfe",19
"Psychotria pebasensis (Standl.) C.M.Taylor",19
"Myroxylon balsamum (L.) Harms",19
"Peperomia macrostachyos (Vahl) A.Dietr.",19
"Anaxagorea rufa Timmerman",19
"Dicranostyles ampla Ducke",19
"Alchornea discolor Poepp.",19
"Philodendron pulchrum G.M.Barroso",19
"Pouteria multiflora (A.DC.) Eyma",19
"Inga thibaudiana DC.",19
"Parkia R.Br.",19
"Ilex L.L.",19
"Elaphoglossum discolor (Kuhn) C.Chr.",19
"Aniba guianensis Aubl.",19
"Odontadenia verrucosa (Roem. & Schult.) K.Schum. ex Markgr.",19
"Guatteria trichocarpa Erkens & Maas",19
"Faramea capillipes Müll.Arg.",19
"Piper obliquum Ruiz & Pav.",19
"Palicourea triphylla DC.",19
"Abarema jupunba (Willd.) Britton & Killip",18
"Vantanea Aubl.",18
"Tapirira retusa Ducke",18
"Guarea ecuadoriensis W.Palacios",18
"Miconia filamentosa Gleason",18
"Terminalia amazonia (J.F.Gmel.) Exell",18
"Baccharis trinervis (Lam.) Pers.",18
"Drymonia Mart.",18
"Tetrathylacium macrophyllum Poepp. & Endl.",18
"Aniba puchury-minor (C.Mart.) Mez",18
"Microgramma baldwinii Brade",18
"Solanum acanthodes Hook.fil.",18
"Mouriri acutiflora Naudin",18
"Mouriri cauliflora C.Mart. ex DC.",18
"Ichnanthus panicoides P.Beauv.",18
"Lindsaea ulei Hieron. ex Christ",18
"Tovomita brasiliensis (Mart.) Walp.",18
"Anacardium giganteum Hancock ex Engl.",18
"Amanoa oblongifolia Müll.Arg.",18
"Botryarrhena pendula Ducke",18
"Odontadenia macrantha (Roem. & Schult.) Markgr.",18
"Odontocarya Miers",18
"Oenocarpus bacaba Mart.",18
"Omphalea diandra L.",18
"Cynometra longicuspis Ducke",18
"Zygia claviflora (Spruce ex Benth.) Barneby & J.W.Grimes",18
"Scleria P.J.Bergius",18
"Sarcaulus brasiliensis (A.DC.) Eyma",18
"Justicia L.",18
"Garcinia L.",18
"Uncaria guianensis (Aubl.) J.F.Gmel.",18
"Aechmea tillandsioides (Mart. ex Schult. & Schult.f.) Baker",18
"Pagamea coriacea Spruce ex Benth.",18
"Palicourea grandiflora (Kunth) Standl.",18
"Croton matourensis Aubl.",18
"Calliandra trinervia Benth.",18
"Geonoma laxiflora Mart.",18
"Panicum pilosum Sw.",18
"Helicostylis tomentosa (Poepp. & Endl.) Rusby",18
"Ischnosiphon leucophaeus (Poepp. & Endl.) Körn.",18
"Coussapoa trinervia Spruce ex Mildbr.",18
"Heisteria duckei Sleumer",18
"Iryanthera tessmannii Markgr.",18
"Vanilla odorata C.Presl",18
"Cordia exaltata Lam.",18
"Gnetum nodiflorum Brongn.",18
"Qualea Aubl.",18
"Himatanthus tarapotensis (Schum. ex Markgr.) Plumel",18
"Caryocar microcarpum Ducke",18
"Casearia negrensis Eichler",18
"Warszewiczia elata Ducke",18
"Goeppertia poeppigiana (Loes. ex H.Kenn.) Borchs. & S.Suárez",18
"Picramnia sellowii Planch.",18
"Clusia grandiflora Splitg.",18
"Clusia grammadenioides Pipoly",18
"Inga megaphylla Poncy & Vester",18
"Piper hostmannianum (Miq.) C.DC.",18
"Cecropia latiloba Miq.",18
"Inga brachyrhachis Harms",18
"Psychotria bolivarensis (Standl. & Steyerm.) Steyerm.",18
"Protium grandifolium Engl.",18
"Protium calanense Cuatrec.",18
"Aphelandra martiusii Wassh.",18
"Psychotria borucana (Ant.Molina) C.M.Taylor & W.C.Burger",17
"Pilosium chlorophyllum (Hornsch.) Müll.Hal. ex Broth.",17
"Ephedranthus amazonicus R.E.Fr.",17
"Celastraceae",17
"Sauvagesia erecta L.",17
"Krameriaceae",17
"Inga alba (Sw.) Willd.",17
"Couratari guianensis Aubl.",17
"Faramea anisocalyx Poepp.",17
"Alchorneopsis floribunda (Benth.) Müll.Arg.",17
"Phragmotheca mammosa W.S.Alverson",17
"Virola mollissima (A.DC.) Warb.",17
"Andira Lam.",17
"Lorostemon colombianum Maguire",17
"Monotagma juruanum Loes.",17
"Rinorea flavescens (Aubl.) Kuntze",17
"Diospyros glomerata Spruce ex Hiern",17
"Helicostylis tomentosa (Poepp. & Endl.) J.F.Macbr.",17
"Lacmellea H.Karst.",17
"Diospyros poeppigiana A.DC.",17
"Aechmea longifolia (Rudge) L.B.Sm. & M.A.Spencer",17
"Leandra secunda (D.Don) Cogn.",17
"Thoracocarpus bissectus (Vell.) Harling",17
"Micropholis (Griseb.) Pierre",17
"Solanum sessiliflorum Dunal",17
"Dipteryx Schreb.",17
"Anthurium ernesti Engl.",17
"Heteropsis flexuosa (Kunth) G.S.Bunting",17
"Couepia paraensis (C.Mart. & Zucc.) Benth.",17
"Protium amazonicum (Cuatrec.) Daly",17
"Miconia longifolia (Aubl.) DC.",17
"Machaerium quinata (Aubl.) Sandwith",17
"Virola calophylloidea Markgr.",17
"Chrysophyllum L.",17
"Pagamea guianensis Aubl.",17
"Eugenia anastomosans DC.",17
"Cynometra L.",17
"Psychotria ernestii K.Krause",17
"Syagrus smithii (H.E.Moore) Glassman",17
"Selaginella palmiformis Alston ex Crabbe & Jermy",17
"Psychotria poeppigiana Müll.Arg.",17
"Macrolobium gracile Spruce ex Benth.",17
"Piper longimucronatum Yunck.",17
"Allamanda cathartica L.",17
"Vochysia lomatophylla Standl.",17
"Tapura peruviana K.Krause",17
"Dacryodes amplectans Daly & M.C.Martínez",17
"Picrolemma sprucei Hook.fil.",17
"Trichomanes cellulosum Klotzsch",17
"Palicourea zevallosii (C.M.Taylor) C.M.Taylor",17
"Ocotea rhodophylla Vicent.",17
"Gustavia longifolia Poepp. ex O.Berg",17
"Gustavia augusta L.",17
"Trichilia poeppigii C.DC.",17
"Virola peruviana (A.DC.) Warb.",17
"Clusia nigrolineata P.F.Stevens",17
"SH1207042.09FU",17
"Philodendron ernestii Engl.",17
"Hevea pauciflora var. coriacea Ducke",17
"Pentagonia spathicalyx K.Schum.",17
"Verbenaceae",17
"Casearia arborea (Rich.) Urb.",17
"Trattinnickia Willd.",17
"Psychotria ostreophora (Wernham) C.M.Taylor",17
"Iryanthera paradoxa (Schwacke) Warb.",17
"Tapura coriacea J.F.Macbr.",17
"Asteraceae",16
"Pourouma acuminata Mart. ex Miq.",16
"Syrrhopodon simmondsii Steere, 1946",16
"Persea Mill.",16
"Perebea mollis (Poepp. & Endl.) Huber",16
"Gustavia poeppigiana O.Berg",16
"Gnetum leyboldii Tul.",16
"Peperomia macrostachya (Vahl) A.Dietr.",16
"Wettinia augusta Poepp. & Endl.",16
"Heterostemon mimosoides Desf.",16
"Sterigmapetalum guianense Steyerm.",16
"Rapatea paludosa Aubl.",16
"Campyloneurum repens (Aubl.) C.Presl",16
"Gurania rhizantha (Poepp. & Endl.) C.Jeffrey",16
"Inga stipularis DC.",16
"Paspalum repens P.J.Bergius",16
"Retiniphyllum truncatum Müll.Arg.",16
"Henriettea spruceana Cogn.",16
"Coussapoa Aubl.",16
"Casearia aculeata Jacq.",16
"Geonoma oligoclona Trail",16
"Ischnosiphon obliquus (Rudge) Körn.",16
"Icacinaceae",16
"Palicourea urceolata (Steyerm.) Delprete & J.H.Kirkbr.",16
"Eichhornia crassipes (Mart.) Solms",16
"Rourea camptoneura Radlk.",16
"Streptocalyx poitaei Baker",16
"Heliconia tarumaensis Barreiros",16
"Callicostella pallida Ångström, 1876",16
"Adenocalymma cladotrichum (Sandwith) L.G.Lohmann",16
"Palicourea lucidula Standl.",16
"Miconia chrysophylla (Rich.) Urb.",16
"Curarea tecunarum Barneby & Krukoff",16
"Pachira insignis (Sw.) Sav.",16
"Virola carinata (Spruce ex Benth.) Warb.",16
"Vochysiaceae",16
"Schoenobiblus peruvianus Standl.",16
"Acanthaceae",16
"Ouratea ferruginea Engl.",16
"Macrolobium wurdackii R.S.Cowan",16
"Cymbopetalum abacophyllum N.A.Murray",16
"Ormosia coccinea (Aubl.) Jacks.",16
"Endlicheria krukovii (A.C.Sm.) Kosterm.",16
"Lecythis Loefl.",16
"Piper hispidum Sw.",16
"Ficus trigona L.fil.",16
"Virola multinervia Ducke",16
"Tachigali polyphylla Poepp.",16
"Desmodium adscendens (Sw.) DC.",16
"Ferdinandusa Pohl",16
"Piper trigonum C.DC.",16
"Faramea sessilifolia (Kunth) DC.",16
"Maprounea guianensis Aubl.",16
"Myrcia splendens (Sw.) DC.",16
"Pistia stratiotes L.",16
"Dicranostyles scandens Benth.",16
"Plagiochila (Dumort.) Dumort.",16
"Lindsaea rigidiuscula Lindm.",16
"Ciliosemina pedunculata (H.Karst.) Antonelli",16
"Tillandsia paraensis Mez",16
"Mimosa tweedieana Barneby ex Glazier & Mackinder",16
"Pouzolzia formicaria (Poepp. ex Wedd.) Wedd.",16
"Lueheopsis schultesii Cuatrec.",16
"Microgramma dictyophylla (Kunze ex Mett.) de la Sota",16
"Thelypteris dentata (Forssk.) E.P.St.John",16
"Cespedesia spathulata (Ruiz & Pav.) Planch.",16
"Sorocea muriculata subsp. muriculata",16
"Pseudolmedia macrophylla Trécul",16
"Bactris macroacantha Mart.",16
"Chimarrhis gentryana Delprete",16
"Protium urophyllidium Daly",16
"Dracontium spruceanum (Schott) G.H.Zhu",16
"Annona duckei Diels",16
"Duguetia riparia Huber",16
"Miconia napoana Wurdack",16
"Miconia nanayensis (Wurdack) R.Goldenb. & Michelang.",16
"Episcia reptans Mart.",16
"Lomariopsis nigropaleata Holttum",15
"Guarea pubescens subsp. pubescens",15
"Humiria balsamifera Aubl.",15
"Haploclathra cordata R.Vásquez",15
"Heisteria barbata Cuatrec.",15
"Heliconiaceae",15
"Heliconia spathocircinata Aristeg.",15
"Trichilia quadrijuga Kunth",15
"Ambelania occidentalis Zarucchi",15
"Tovomita pyrifolia Planch. & Triana",15
"Tovomita macrophylla (Poepp.) Walp.",15
"Thelypteris opulenta (Kaulf.) Fosberg",15
"Terminalia viridiflora (Ducke) Gere & Boatwr.",15
"Terminalia parvifolia (Ducke) Gere & Boatwr.",15
"Anthurium breviscapum Kunth",15
"Anthurium sagittatum (Sims) G.Don",15
"Strychnos rondeletioides Spruce ex Benth.",15
"Strychnos L.",15
"Strychnos guianensis (Aubl.) Mart.",15
"Asplenium cirrhatum Rich. ex Willd.",15
"Astrocaryum ferrugineum F.Kahn & B.Millán",15
"Attalea microcarpa Mart.",15
"Simaba guianensis Aubl.",15
"Schnella outimouta (Aubl.) Wunderlin",15
"Calopogonium mucunoides Desv.",15
"Rourea cuspidata Benth. ex Baker",15
"Rollinia cuspidata Mart.",15
"Rhynchospora Vahl",15
"Remijia DC.",15
"Pterocarpus santalinoides L'Hér. ex DC.",15
"Vochysia vismiifolia Spruce ex Warm.",15
"Psychotria guianensis (Aubl.) Clos",15
"Psychotria borjensis Kunth",15
"Pseudoconnarus macrophyllus (Poepp.) Radlk.",15
"Protium rubrum Cuatrec.",15
"Cissus L.",15
"Piper peltatum L.",15
"Piper obtusilimbum C.DC.",15
"Picramnia Sw.",15
"Phenakospermum guyannense (A.Rich.) Endl. ex Miq.",15
"Convolvulaceae",15
"Pera Mutis",15
"Pausandra macrostachya Ducke",15
"Couepia bracteosa Benth.",15
"Passiflora spinosa (Poepp. & Endl.) Mast.",15
"Cremastosperma R.E.Fr.",15
"Palicourea campyloneura (Müll.Arg.) Delprete & J.H.Kirkbr.",15
"Ocotea javitensis (Kunth) Pittier",15
"Adiantum humile Kunze",15
"Dendrobangia multinervia Ducke",15
"Miconia spichigeri Wurdack",15
"Drypetes Vahl",15
"Drypetes variabilis Uittien",15
"Miconia macrophysca (Spruce ex Triana) Michelang.",15
"Miconia lucianobernardii Michelang.",15
"Miconia emendata Wurdack",15
"Endlicheria anomala (Nees) Mez",15
"Matayba inelegans Spruce ex Radlk.",15
"Marsdenia rubrofusca E.Fourn.",15
"Epidendrum L.",15
"Marila tomentosa Poepp.",15
"Malvaceae",15
"Licania triandra C.Mart. ex Hook.fil.",15
"Leucomium strumosum Mitten, 1869",15
"Leonia crassa L.B.Sm. & A.Fernández",15
"Lacmellea lactescens (Kuhlm.) Markgr.",15
"Lacmellea edulis H.Karst.",15
"Jacaratia digitata (Poepp. & Endl.) Solms",15
"Geonoma macrostachys var. macrostachys",15
"Geophila cordifolia Miq.",15
"Goeppertia neblinensis (H.Kenn.) Borchs. & S.Suárez",15
"Inga pezizifera Benth.",15
"Inga capitata Desv.",15
"Tachigali poeppigiana Tul.",14
"Quiinaceae",14
"Diplotropis Benth.",14
"Paullinia pachycarpa Benth.",14
"Ocimum campechianum Mill.",14
"Ferdinandusa chlorantha (Wedd.) Standl.",14
"Byrsonima arthropoda A.Juss.",14
"Echinodorus horizontalis Rataj",14
"Hydrochorea corymbosa (Rich.) Barneby & J.W.Grimes",14
"Caraipa densifolia Mart.",14
"SH1099933.09FU",14
"Philodendron asplundii Croat & M.L.Soares",14
"Faramea torquata Müll.Arg.",14
"Tovomitopsis Planch. & Triana",14
"Dieffenbachia Schott",14
"Bignonia aequinoctialis L.",14
"Blepharodon Decne.",14
"Quiina florida Tul.",14
"Anthurium polyschistum R.E.Schult. & Idrobo",14
"Coussapoa orthoneura Standl.",14
"Senna macrophylla (Kunth) H.S.Irwin & Barneby",14
"Brosimum Sw.",14
"Miconia minutiflora (Bonpl.) DC.",14
"Campnosperma gummifera (Benth.) Marchand",14
"Malouetia A.DC.",14
"Rhigospira quadrangularis (Müll.Arg.) Miers",14
"Ocotea oblonga (Meisn.) Mez",14
"Sloanea parviflora Planch. ex Benth.",14
"Palicourea iodotricha (Müll.Arg.) Delprete & J.H.Kirkbr.",14
"Tetrapterys nitida A.Juss.",14
"Vanilla Plum. ex Mill.",14
"Astrocaryum sciophilum (Miq.) Pulle",14
"Maripa paniculata Barb.Rodr.",14
"Siparuna thecaphora (Poepp. & Endl.) A.DC.",14
"Unonopsis elegantissima R.E.Fr.",14
"Philodendron linnaei Kunth",14
"Oxandra A.Rich.",14
"Guarea juglandiformis T.D.Penn.",14
"Picramnia sellowii subsp. spruceana (Engl.) Pirani",14
"Ocotea amazonica (Meisn.) Mez",14
"Cyclanthaceae",14
"Warszewiczia schwackei K.Schum.",14
"Neea floribunda Poepp. & Endl.",14
"Cariniana decandra Ducke",14
"Piper cupreatum Trel.",14
"Passiflora serratodigitata L.",14
"Polybotrya osmundacea Humb. & Bonpl. ex Willd.",14
"Clusia flavida (Benth.) Pipoly",14
"Xylopia calophylla R.E.Fr.",14
"Xylopia nitida Dunal",14
"Endlicheria sericea Nees",14
"Himatanthus articulatus (Vahl) Woodson",14
"Dicranostyles holostyla Ducke",14
"Helicostylis heterotricha Ducke",14
"Pagamea plicata Spruce ex Benth.",14
"Marcgravia pedunculosa Triana & Planch.",14
"Marcgravia coriacea Vahl",14
